unnamed0,order,pID,msSubclass,msZoning,lotFrontage,lotArea,street,alley,lotShape,landContour,utilities,lotConfig,landSlope,neighborhood,condition1,condition2,bldgType,houseStyle,overallQual,overallCond,yearBuilt,yearRemodAdd,roofStyle,roofMatl,exterior1st,exterior2nd,masVnrType,masVnrArea,exterQual,exterCond,foundation,bsmtQual,bsmtCond,bsmtExposure,bsmtfinType1,bsmtfinSf1,bsmtfinType2,bsmtfinSf2,bsmtUnfSf,totalBsmtSf,heating,heatingQc,centralAir,electrical,1stFlrSf,2ndFlrSf,lowQualFinSf,grLivArea,bsmtFullBath,bsmtHalfBath,fullBath,halfBath,bedroomAbvgr,kitchenAbvgr,kitchenQual,totrmsAbvgrd,functional,fireplaces,fireplaceQu,garageType,garageYrBlt,garageFinish,garageCars,garageArea,garageQual,garageCond,pavedDrive,woodDeckSf,openPorchSf,enclosedPorch,3ssnPorch,screenPorch,poolQc,fence,miscFeature,miscVal,moSold,yrSold,saleType,saleCondition,salePrice,houseAge,yearsSinceRemod,isRemodeled,totalSf,totalBathrooms,totalPorchSf,qualityAreaInt,isPeakSeason,hasPool,hasFireplace,hasGarage
2578,2579,535179050,3.044522437723423,RL,4.248495242049359,9.605822482030945,Pave,None,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,6.79794041297493,Unf,0.0,5.288267030694535,1092.0,GasA,3,Y,FuseA,6.996681488176539,0.0,0.0,6.996681488176539,1.0,0.0,1,0,2,0.6931471805599453,3,6,7,1,TA,Attchd,7.579678823090456,3,1.0,299.0,3,3,2,5.594711379601839,0.0,0.0,0.0,4.812184355372417,0,1.0,None,0.0,5,2006,WD ,Normal,11.856522261533737,49,49,0,1098.9966814881766,2.0,4.812184355372417,34.983407440882694,1,0,1,1
2579,2580,535180020,3.044522437723423,RL,4.290459441148391,9.225524507301223,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,BLQ,6.818924065275521,Unf,0.0,5.351858133476067,1124.0,GasA,5,Y,SBrkr,7.025538314638521,0.0,0.0,7.025538314638521,1.0,0.0,1,0,3,0.6931471805599453,3,6,7,1,TA,Attchd,7.579167967396076,3,1.0,353.0,3,3,2,0.0,5.356586274672012,5.198497031265826,0.0,4.962844630259907,0,0.0,None,0.0,5,2006,WD ,Normal,11.938199736300925,50,12,1,1131.0255383146384,2.0,15.517927936197745,42.153229887831124,1,0,1,1
2580,2581,535180070,3.044522437723423,RL,4.290459441148391,9.211539652551664,Pave,None,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.174387269895637,3,3,CBlock,3,3,1,BLQ,5.8888779583328805,Unf,0.0,6.566672429803241,1070.0,GasA,3,Y,SBrkr,7.1204443723924875,0.0,0.0,7.1204443723924875,0.0,0.6931471805599453,1,0,2,0.6931471805599453,4,6,6,1,Fa,Attchd,7.579678823090456,1,1.0,447.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,3.0,None,0.0,5,2006,WD ,Normal,11.808955099378537,49,10,1,1077.1204443723925,1.3465735902799727,0.0,35.602221861962434,1,0,1,1
2581,2582,535301010,4.51085950651685,RL,4.30406509320417,8.858368636308018,Pave,None,2,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,GLQ,6.8501261661455,Unf,0.0,0.0,943.0,GasA,3,Y,SBrkr,6.8501261661455,0.0,0.0,6.8501261661455,1.0,0.0,1,0,2,0.6931471805599453,3,4,7,2,TA,Detchd,7.590852123688581,1,2.0,600.0,3,3,2,3.7612001156935624,0.0,0.0,0.0,0.0,0,0.0,None,0.0,12,2006,WD ,Normal,11.820123358887447,27,27,0,949.8501261661455,2.0,0.0,34.2506308307275,0,0,1,1
2582,2583,535301150,3.044522437723423,RL,4.2626798770413155,8.998754769495703,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.176149732573829,3,4,CBlock,3,3,1,ALQ,6.715383386334681,Unf,0.0,5.424950017481403,1050.0,GasA,5,Y,SBrkr,6.957497370876951,0.0,0.0,6.957497370876951,1.0,0.0,1,0,3,0.6931471805599453,4,6,7,0,None,Attchd,7.578145472419466,2,1.0,286.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,6,2006,WD ,Abnorml,11.957617696467539,52,6,1,1056.957497370877,2.0,0.0,41.74498422526171,1,0,0,1
2583,2584,535303050,3.044522437723423,RL,4.330733340286331,9.33353098253138,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,7.221105098182496,1367.0,GasA,5,Y,SBrkr,7.226936018493289,0.0,0.0,7.226936018493289,0.0,0.0,1,0,2,0.6931471805599453,3,5,7,1,TA,Attchd,7.578145472419466,1,2.0,451.0,3,3,2,0.0,3.4339872044851463,0.0,0.0,0.0,0,0.0,None,0.0,6,2006,WD ,Normal,11.849404844423074,52,52,0,1374.2269360184932,1.0,3.4339872044851463,43.36161611095973,1,0,1,1
2584,2585,535304020,3.044522437723423,RL,4.204692619390966,9.455558477608703,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,GLQ,6.490723534502507,Unf,0.0,5.860786223465865,1008.0,GasA,5,Y,FuseA,6.9167150203536085,0.0,0.0,6.9167150203536085,1.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Attchd,7.577121930876679,2,1.0,280.0,3,3,2,0.0,5.043425116919247,0.0,0.0,0.0,0,3.0,None,0.0,1,2006,WD ,Normal,11.845827048676645,54,3,1,1014.9167150203536,2.0,5.043425116919247,34.58357510176804,0,0,0,1
2585,2586,535305120,3.044522437723423,RL,4.330733340286331,9.227295812625597,Pave,None,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.259581464064923,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,5.37989735354046,216.0,GasA,3,Y,SBrkr,7.362645270417825,0.0,0.0,7.362645270417825,0.0,0.0,1,1,2,0.6931471805599453,4,5,7,1,Gd,Attchd,7.5766097669730375,1,2.0,400.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,6,2006,WD ,Normal,11.951186847493476,55,55,0,223.36264527041783,1.5,0.0,44.175871622506946,1,0,1,1
2586,2587,535325130,4.394449154672439,RL,4.02535169073515,8.94910546953925,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,BLQ,5.605802066295998,Unf,0.0,3.4339872044851463,301.0,GasA,5,Y,FuseA,7.044032897274685,0.0,0.0,7.044032897274685,0.0,0.0,1,0,3,0.6931471805599453,3,6,5,0,None,Detchd,7.597897950521784,1,2.0,684.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,2.0,None,0.0,9,2006,WD ,Normal,11.751950239425476,50,50,0,308.0440328972747,1.0,0.0,35.22016448637343,0,0,0,1
2587,2588,535325340,3.044522437723423,RL,4.189654742026425,9.310276200588783,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,LwQ,6.192362489474872,Unf,0.0,6.249975242259483,1005.0,GasA,5,Y,SBrkr,6.913737350659685,0.0,0.0,6.913737350659685,0.0,0.0,1,0,2,0.6931471805599453,3,6,7,1,TA,Attchd,7.579167967396076,1,1.0,319.0,3,3,2,0.0,0.0,0.0,0.0,5.666426688112432,0,0.0,None,0.0,7,2006,WD ,Normal,11.80186424743109,50,50,0,1011.9137373506596,1.0,5.666426688112432,34.56868675329842,1,0,1,1
2588,2589,535325350,3.044522437723423,RL,4.394449154672439,9.517898598432753,Pave,None,3,Bnk,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Rec,4.976733742420574,BLQ,6.816735880594968,0.0,1056.0,GasA,4,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1.0,0.0,1,1,3,0.6931471805599453,3,6,7,0,None,Attchd,7.578656850594762,3,1.0,300.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,3.0,Shed,6.478509642208569,11,2006,WD ,Normal,11.736077016252437,51,51,0,1062.9631899858703,2.5,0.0,34.81594992935119,0,0,0,1
2589,2590,535325450,3.044522437723423,RL,4.454347296253507,9.644004134443026,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,6.60934924316738,Unf,0.0,4.969813299576001,884.0,GasA,5,Y,SBrkr,6.785587645007929,0.0,0.0,6.785587645007929,1.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Attchd,7.5766097669730375,3,1.0,270.0,3,3,2,0.0,0.0,0.0,0.0,5.278114659230517,0,0.0,None,0.0,6,2006,WD ,Normal,11.863589378812122,55,15,1,890.7855876450079,2.0,5.278114659230517,33.92793822503965,1,0,0,1
2590,2591,535325460,3.4339872044851463,RL,4.77912349311153,9.966462351697517,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,6.835184586147301,929.0,GasA,5,Y,SBrkr,7.620705086838262,0.0,0.0,7.620705086838262,1.0,0.0,1,1,3,0.6931471805599453,3,7,6,3,Gd,2Types,7.571473648851271,1,3.0,791.0,3,3,2,0.0,0.0,4.51085950651685,0.0,0.0,0,0.0,None,0.0,12,2006,COD,Abnorml,12.025755079404917,65,43,1,936.6207050868383,2.5,4.51085950651685,53.34493560786783,0,0,1,1
2591,2592,535327210,3.044522437723423,RL,4.2626798770413155,9.495594499353297,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3,3,1,Rec,6.20455776256869,Unf,0.0,6.257667587882639,1015.0,GasA,4,Y,SBrkr,7.233455418621439,0.0,0.0,7.233455418621439,1.0,0.0,1,0,2,0.6931471805599453,3,6,6,0,None,Attchd,7.601901959875166,1,2.0,896.0,3,3,2,4.330733340286331,0.0,0.0,5.780743515792329,0.0,0,0.0,Shed,5.993961427306569,6,2006,WD ,Normal,11.976665770490767,50,5,1,1022.2334554186215,2.0,5.780743515792329,36.167277093107195,1,0,0,1
2592,2593,535353180,5.25227342804663,RL,4.553876891600541,10.005005695726476,Pave,None,3,Lvl,AllPub,Inside,2,OldTown,Artery,Norm,2fmCon,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,2,GLQ,6.926577033222725,Unf,0.0,7.050989447068045,2171.0,GasA,3,Y,SBrkr,7.239214973779806,7.130098510125578,0.0,7.878912912297133,2.0,0.0,2,1,5,0.6931471805599453,3,10,3,1,Gd,Attchd,7.589841512182657,2,3.0,1008.0,3,3,0,6.448889394146858,3.8918202981106265,5.003946305945459,0.0,0.0,0,0.0,None,0.0,7,2006,WD ,Normal,12.100717685412471,81,31,1,2178.878912912297,4.5,8.895766604056085,39.394564561485666,1,0,1,1
2593,2594,535354130,3.9318256327243257,RL,3.9318256327243257,8.922791623969637,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,Unf,0.0,Unf,0.0,6.665683717782408,784.0,GasA,5,Y,FuseA,6.803505257608338,6.023447592961033,0.0,7.180069874302796,0.0,0.0,1,1,3,0.6931471805599453,3,6,7,0,None,Detchd,7.577633832602728,1,2.0,649.0,3,3,2,0.0,3.367295829986474,0.0,0.0,0.0,0,0.0,None,0.0,10,2006,WD ,Normal,11.751950239425476,59,56,1,791.1800698743028,1.5,3.367295829986474,43.08041924581678,0,0,0,1
2594,2595,535355100,3.9318256327243257,RL,3.9318256327243257,8.853808274977197,Pave,None,3,Lvl,AllPub,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,3,1,LwQ,6.42648845745769,Unf,0.0,0.0,617.0,GasA,4,Y,SBrkr,6.763884908562435,6.100318952020064,0.0,7.1785454837637,0.0,0.0,2,0,2,0.6931471805599453,3,6,6,0,None,Attchd,7.562681246721884,1,1.0,398.0,3,3,2,0.0,0.0,4.844187086458591,0.0,0.0,0,0.0,None,0.0,5,2006,COD,Normal,11.626263078808801,82,56,1,624.1785454837637,2.0,4.844187086458591,43.0712729025822,1,0,0,1
2595,2596,535375040,3.4339872044851463,RL,4.110873864173311,9.250618218474752,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,Unf,0.0,Unf,0.0,6.570882962339584,713.0,GasA,5,Y,SBrkr,6.570882962339584,0.0,0.0,6.570882962339584,0.0,0.0,1,0,2,0.6931471805599453,4,5,7,0,None,Detchd,7.5688956634069955,1,1.0,371.0,2,2,0,0.0,4.330733340286331,5.087596335232384,0.0,0.0,0,0.0,None,0.0,10,2006,WD ,Normal,11.510933482289435,76,5,1,719.5708829623396,1.0,9.418329675518715,19.71264888701875,0,0,0,1
2596,2597,535376090,3.044522437723423,RL,4.51085950651685,8.594339400592892,Pave,None,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,Rec,6.030685260261263,Unf,0.0,6.037870919922137,833.0,GasA,5,Y,SBrkr,6.726233402358747,0.0,0.0,6.726233402358747,0.0,0.0,1,0,2,0.6931471805599453,4,4,7,0,None,Detchd,7.578656850594762,1,1.0,326.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,3.0,None,0.0,8,2006,WD ,Normal,11.669937760751914,52,6,1,839.7262334023587,1.0,0.0,33.631167011793735,0,0,0,1
2597,2598,535376100,3.4339872044851463,RL,4.110873864173311,8.594339400592892,Pave,None,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,6.97914527506881,1073.0,GasA,5,Y,SBrkr,6.97914527506881,0.0,0.0,6.97914527506881,0.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Detchd,7.585281078639126,1,1.0,326.0,3,3,2,0.0,0.0,4.727387818712341,0.0,0.0,0,0.0,None,0.0,12,2006,WD ,Abnorml,11.59433032142082,85,38,1,1079.9791452750687,1.0,4.727387818712341,34.895726375344054,0,0,0,1
2598,2599,535377070,3.4339872044851463,RL,4.110873864173311,9.297893268984044,Pave,Grvl,3,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,2,Unf,0.0,Unf,0.0,6.573680166960646,715.0,GasA,2,N,FuseP,6.573680166960646,0.0,0.0,6.573680166960646,0.0,0.0,1,0,2,0.6931471805599453,3,4,7,0,None,Detchd,7.584773077612199,1,2.0,660.0,2,3,0,0.0,0.0,4.330733340286331,0.0,4.727387818712341,0,0.0,None,0.0,8,2006,WD ,Normal,11.127277689932466,77,56,1,721.5736801669607,1.0,9.058121158998672,19.721040500881937,0,0,0,1
2599,2600,535377100,3.9318256327243257,RL,4.110873864173311,8.854950316500325,Pave,None,3,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,2,1,Unf,0.0,Unf,0.0,6.1070228877422545,448.0,GasA,5,Y,SBrkr,6.1070228877422545,5.60947179518496,0.0,6.580639137284949,0.0,0.0,1,0,1,0.6931471805599453,2,5,7,0,None,Attchd,7.550135342488429,1,1.0,280.0,2,3,2,0.0,0.0,4.2626798770413155,0.0,0.0,0,0.0,None,0.0,3,2006,WD ,Normal,11.372524818667134,106,8,1,454.58063913728495,1.0,4.2626798770413155,26.322556549139797,0,0,0,1
2600,2601,535379100,3.4339872044851463,RL,4.110873864173311,9.287394001418473,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,Rec,6.71174039505618,Unf,0.0,5.703782474656201,1120.0,GasA,5,Y,SBrkr,7.030857476116121,0.0,0.0,7.030857476116121,1.0,0.0,1,0,2,0.6931471805599453,3,5,7,1,Gd,Detchd,7.58629630715272,1,2.0,720.0,3,3,2,5.438079308923196,0.0,0.0,0.0,0.0,0,0.0,None,0.0,6,2006,WD ,Normal,11.695255355062795,86,56,1,1127.0308574761161,2.0,0.0,35.154287380580605,1,0,1,1
2601,2602,535380010,4.2626798770413155,RL,4.110873864173311,8.881975184248867,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,5,CBlock,3,3,1,Rec,5.82600010738045,Unf,0.0,5.786897381366708,663.0,GasA,5,Y,SBrkr,6.652863029353347,6.71174039505618,0.0,7.3752557780097545,0.0,0.0,2,0,3,0.6931471805599453,3,7,7,1,Gd,Detchd,7.5883236773352225,1,2.0,528.0,3,3,2,3.912023005428146,0.0,5.44673737166631,0.0,0.0,0,0.0,None,0.0,4,2006,WD ,Normal,11.954407441448915,91,56,1,670.3752557780098,2.0,5.44673737166631,44.251534668058525,1,0,1,1
2602,2603,535380130,3.9318256327243257,RL,4.110873864173311,9.289059126687574,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,Unf,0.0,Unf,0.0,6.982862751468942,1077.0,GasA,3,Y,FuseA,6.889591308354466,6.659293919683638,0.0,7.473637108496206,0.0,0.0,1,1,4,0.6931471805599453,3,7,7,1,TA,Detchd,7.568379267836522,1,2.0,648.0,2,3,2,4.795790545596741,0.0,4.574710978503383,0.0,0.0,0,0.0,None,0.0,2,2006,COD,Abnorml,11.289794413577894,96,56,1,1084.4736371084962,1.5,4.574710978503383,29.894548433984824,0,0,1,1
2603,2604,535381060,3.9318256327243257,RL,4.110873864173311,9.250618218474752,Pave,Grvl,3,Lvl,AllPub,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,0.0,Unf,0.0,6.511745329644728,672.0,GasA,3,Y,SBrkr,6.543911845564792,6.255750041753367,0.0,7.102499355774649,0.0,0.0,1,0,3,0.6931471805599453,3,6,7,0,None,Detchd,7.6004023345004,1,3.0,936.0,3,3,2,5.37989735354046,0.0,5.081404364984463,0.0,0.0,0,3.0,None,0.0,1,2006,WD ,Family,11.561725152903833,91,56,1,679.1024993557746,1.0,5.081404364984463,21.307498067323948,0,0,0,1
2604,2605,535382020,5.25227342804663,RL,4.110873864173311,9.287394001418473,Pave,None,3,Lvl,AllPub,Corner,2,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,2,1,BLQ,6.499787040655854,Unf,0.0,5.673323267171493,954.0,GasA,3,N,FuseA,7.4770384723196965,6.47543271670409,0.0,7.789454566086673,0.0,0.0,2,0,3,1.0986122886681098,3,10,4,1,Gd,Attchd,7.58629630715272,1,2.0,520.0,3,2,0,4.962844630259907,0.0,0.0,0.0,0.0,0,0.0,None,0.0,5,2006,ConLD,Normal,11.982935344196433,106,36,1,961.7894545660866,2.0,0.0,38.94727283043336,1,0,1,1
2605,2606,535382130,3.9318256327243257,RL,4.110873864173311,9.287394001418473,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,ALQ,6.440946540632921,Unf,0.0,5.14166355650266,796.0,GasA,4,Y,SBrkr,7.00033446027523,5.916202062607435,0.0,7.2909747781429814,0.0,0.6931471805599453,2,0,3,0.6931471805599453,4,7,6,1,TA,Attchd,7.576097340623111,1,2.0,566.0,3,3,2,6.07993319509559,3.091042453358316,0.0,0.0,0.0,0,0.0,Shed,6.2166061010848646,4,2006,WD ,Normal,12.04355959836804,70,17,1,803.290974778143,2.3465735902799727,3.091042453358316,36.45487389071491,1,0,1,1
2606,2607,535401140,3.044522437723423,RL,4.442651256490317,9.066354521447801,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.624972813284271,3,3,CBlock,3,3,1,Rec,6.467698726104354,Unf,0.0,6.100318952020064,1088.0,GasA,5,Y,SBrkr,7.1891677384203225,0.0,0.0,7.1891677384203225,0.0,0.0,2,0,3,0.6931471805599453,3,6,7,1,TA,Attchd,7.583756300707112,2,2.0,440.0,3,3,2,0.0,4.9344739331306915,0.0,0.0,0.0,0,2.0,None,0.0,12,2006,WD ,Abnorml,11.982935344196433,41,41,0,1095.1891677384203,2.0,4.9344739331306915,43.13500643052193,0,0,1,1
2607,2608,535402070,4.394449154672439,RL,4.454347296253507,9.503084610020228,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.954638864880987,3,3,CBlock,3,3,3,ALQ,6.248042874508429,BLQ,4.859812404361672,5.942799375126701,1024.0,GasA,3,Y,SBrkr,6.99117688712121,0.0,0.0,6.99117688712121,1.0,0.0,1,0,3,0.6931471805599453,3,6,7,1,Gd,Attchd,7.584264818389059,2,2.0,484.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,2.0,None,0.0,6,2006,WD ,Normal,11.982622797311857,40,40,0,1030.9911768871211,2.0,0.0,34.95588443560605,1,0,1,1
2608,2609,535402100,4.394449154672439,RL,4.430816798843313,9.228671328660907,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.940171252720432,3,3,CBlock,3,3,3,ALQ,6.364750756851911,Unf,0.0,6.222576268071369,1083.0,GasA,3,Y,SBrkr,7.044905117129371,0.0,0.0,7.044905117129371,0.0,0.6931471805599453,1,0,3,0.6931471805599453,3,6,7,1,Gd,Attchd,7.582738488914411,1,1.0,294.0,3,3,2,5.846438775057725,4.330733340286331,0.0,0.0,0.0,0,0.0,None,0.0,6,2006,WD ,Normal,12.013706813470414,43,43,0,1090.0449051171295,1.3465735902799727,4.330733340286331,42.269430702776226,1,0,1,1
2609,2610,535402220,3.9318256327243257,RL,4.356708826689592,9.18881025342582,Pave,None,2,Bnk,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,6.398594934535208,Unf,0.0,5.746203190540153,912.0,GasA,3,Y,SBrkr,6.990256500493881,6.476972362889683,0.0,7.45876269238096,0.0,0.0,1,1,3,0.6931471805599453,4,7,7,1,Gd,Attchd,7.5822291942764615,2,2.0,440.0,3,3,2,0.0,0.0,0.0,0.0,4.859812404361672,0,,None,0.0,6,2006,WD ,Normal,11.976665770490767,44,25,1,919.458762692381,1.5,4.859812404361672,44.75257615428576,1,0,1,1
2610,2611,535402230,3.044522437723423,RL,4.356708826689592,9.160204302482386,Pave,None,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,5.087596335232384,3,3,CBlock,3,3,1,ALQ,6.553933404025811,Unf,0.0,6.075346031088684,1135.0,GasA,5,Y,SBrkr,7.0967213784947605,0.0,0.0,7.0967213784947605,0.0,0.0,1,1,3,0.6931471805599453,3,6,7,0,None,Attchd,7.5822291942764615,2,1.0,264.0,3,3,2,0.0,5.484796933490655,0.0,0.0,0.0,0,0.0,None,0.0,5,2006,WD ,Normal,11.898194668458823,44,21,1,1142.0967213784947,1.5,5.484796933490655,42.580328270968565,1,0,0,1
2611,2612,535403040,3.044522437723423,RL,4.204692619390966,8.962007209588313,Pave,None,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,5.746203190540153,LwQ,6.398594934535208,0.0,912.0,GasA,3,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,0.0,0.0,1,0,2,0.6931471805599453,3,5,7,0,None,Attchd,7.583247524303362,1,1.0,288.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,None,0.0,11,2006,WD ,Abnorml,11.652696102959753,42,42,0,918.8167358805949,1.0,0.0,34.08367940297484,0,0,0,1
2612,2613,535403150,3.044522437723423,RL,4.382026634673881,9.09504174761272,Pave,None,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,2,ALQ,6.486160788944089,Unf,0.0,0.0,655.0,GasA,5,Y,SBrkr,7.085901464365611,0.0,0.0,7.085901464365611,0.0,0.6931471805599453,1,0,3,0.6931471805599453,3,6,7,1,Fa,BuiltIn,7.578145472419466,3,2.0,539.0,3,3,2,0.0,0.0,5.262690188904886,0.0,0.0,0,0.0,None,0.0,7,2006,WD ,Normal,11.979805470779858,47,47,0,662.0859014643656,1.3465735902799727,5.262690188904886,42.51540878619366,1,0,1,1
